week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,7.9,0,0,7.9,7.9,false
2022-06-12,15.35,0,0,15.35,23.25,false
2022-06-19,13.86,0,0,13.86,37.11,false
2022-06-26,22.19,0,0,22.19,59.3,true
2022-07-03,3.84,0,0,3.84,63.14,true
2022-07-10,8.15,0,0,8.15,71.29,true
2022-07-17,8.23,0,0,8.23,79.52,true
2022-07-24,3.77,0,0,3.77,83.29,true
2022-07-31,11.96,0,0,11.96,95.25,true
2022-08-07,8.27,0.17,0,8.44,103.69,true
2022-08-14,7.33,0,0,7.33,111.02,true
2022-08-21,7.41,0,0,7.41,118.43,true
2022-08-28,8.44,0,0,8.44,126.86,true
2022-09-04,5.22,0,0,5.22,132.09,true
2022-09-11,4.1,0.34,0,4.44,136.52,true
2022-09-18,3.97,0,0,3.97,140.5,true
2022-09-25,7.13,0.34,0,7.47,147.97,true
2022-10-02,8.13,0,0,8.13,156.1,true
2022-10-09,12.75,0,0,12.75,168.85,true
2022-10-16,11.57,0,0,11.57,180.41,true
2022-10-23,14.36,0.17,0,14.53,194.94,true
2022-10-30,6.34,0,0,6.34,201.28,true
2022-11-06,13.79,0,0,13.79,215.06,true
2022-11-13,14.83,0.17,0,15,230.06,true
2022-11-20,4.99,0,0,4.99,235.05,true
2022-11-27,2.54,0,0,2.54,237.58,true
2022-12-04,9.32,0,0,9.32,246.91,true
2022-12-11,2.75,0,0,2.75,249.66,true
2022-12-18,3.07,0.17,0,3.24,252.9,true
2022-12-25,5.24,0.17,0,5.41,258.31,true
2023-01-01,2.55,0,0,2.55,260.86,true
2023-01-08,4.46,0.17,0,4.63,265.49,true
2023-01-15,10.94,0.17,0,11.11,276.6,true
2023-01-22,13.4,0,0,13.4,290,true
2023-01-29,9.39,0,0,9.39,299.38,true
2023-02-05,1.89,0.34,0,2.23,301.62,true
2023-02-12,1.8,0.17,0,1.97,303.58,true
2023-02-19,5.35,0,0,5.35,308.94,true
2023-02-26,4.39,0,0,4.39,313.33,true
2023-03-05,0.75,0.17,0,0.92,314.25,true
2023-03-12,2.04,0,0,2.04,316.28,false
2023-03-19,2.51,0,0,2.51,318.79,false
2023-03-26,5.24,0.68,0,5.92,324.71,false
2023-04-02,9.88,0.17,0,10.05,334.76,true
2023-04-09,2.56,0.17,0,2.73,337.5,true
2023-04-16,1.64,0,0,1.64,339.14,true
2023-04-23,0.26,0,0,0.26,339.4,true
2023-04-30,0.03,0,0,0.03,339.42,false
2023-05-07,0,0.17,0,0.17,339.59,false
2023-05-14,0,0,0,0,339.59,false
2023-05-21,0,0,0,0,339.59,false
2023-05-28,0,0,0,0,339.59,false
2023-06-04,0,0,0,0,339.6,false
2023-06-11,0.04,0,0,0.04,339.64,false
2023-06-18,0.44,0.17,0,0.61,340.25,false
2023-06-25,1.42,0,0,1.42,341.68,false
2023-07-02,0.65,0,0,0.65,342.32,false
2023-07-09,0.56,0,0,0.56,342.89,false
2023-07-16,2.56,0,0,2.56,345.45,false
2023-07-23,12.79,0,0,12.79,358.24,false
2023-07-30,3.52,0.17,0,3.69,361.93,false
2023-08-06,2.42,0,0,2.42,364.35,true
2023-08-13,15.6,0.34,0,15.94,380.3,true
2023-08-20,2.99,0,0,2.99,383.28,true
2023-08-27,1.16,0,0,1.16,384.44,true
2023-09-03,3.48,0,0,3.48,387.91,true
2023-09-10,1.43,0,0,1.43,389.34,true
2023-09-17,2.14,0.17,0,2.31,391.66,true
2023-09-24,1.15,0,0,1.15,392.81,true
2023-10-01,3.32,0,0,3.32,396.13,true
2023-10-08,0.87,0,0,0.87,397.01,true
2023-10-15,0.13,0,0,0.13,397.13,false
2023-10-22,0.4,0,0,0.4,397.53,false
2023-10-29,0.29,0,0,0.29,397.83,false
2023-11-05,1.36,0,0,1.36,399.18,false
2023-11-12,1.02,0,0,1.02,400.2,false
2023-11-19,0.12,0,0,0.12,400.32,false
2023-11-26,0.14,0,0,0.14,400.46,false
2023-12-03,1.29,0.17,0,1.46,401.92,false
2023-12-10,1.32,0.17,0,1.49,403.41,false
2023-12-17,0.9,0,0,0.9,404.31,false
2023-12-24,4.9,0,0,4.9,409.21,false
2023-12-31,1.65,0,0,1.65,410.86,false
2024-01-07,11.08,0,0,11.08,421.94,false
2024-01-14,8.3,0,0,8.3,430.24,true
2024-01-21,4.08,0,0,4.08,434.32,true
2024-01-28,7.36,0,0,7.36,441.68,true
2024-02-04,1.08,0,0,1.08,442.77,true
2024-02-11,1.97,0,0,1.97,444.73,true
2024-02-18,1.64,0,0,1.64,446.38,true
2024-02-25,0.29,0,0,0.29,446.67,true
2024-03-03,1.26,0.34,0,1.6,448.27,false
2024-03-10,0.13,0.17,0,0.3,448.57,false
2024-03-17,0.01,0,0,0.01,448.58,false
2024-03-24,0,0,0,0,448.58,false
2024-03-31,0,0,0,0,448.58,false
2024-04-07,0.03,0,0,0.03,448.6,false
2024-04-14,0.25,0,0,0.25,448.86,false
2024-04-21,2.5,0,0,2.5,451.36,false
2024-04-28,0.82,0,0,0.82,452.18,false
2024-05-05,0.79,0.17,0,0.96,453.15,false
2024-05-12,0.08,0,0,0.08,453.23,false
2024-05-19,0.01,0,0,0.01,453.23,false
2024-05-26,0,0.17,0,0.17,453.4,false
2024-06-02,0,0,0,0,453.41,false
2024-06-09,0.04,0.17,0,0.21,453.61,false
2024-06-16,0.06,0,0,0.06,453.67,false
2024-06-23,0.01,0,0,0.01,453.68,false
2024-06-30,0,0,0,0,453.68,false
2024-07-07,0,0,0,0,453.68,false
2024-07-14,0,0,0,0,453.68,false
2024-07-21,0,0,0,0,453.68,false
2024-07-28,0,0,0,0,453.68,false
2024-08-04,0.03,0,0,0.03,453.71,false
2024-08-11,0.31,0,0,0.31,454.02,false
2024-08-18,3.03,0,0,3.03,457.05,false
2024-08-25,0.31,0,0,0.31,457.36,false
2024-09-01,0.08,0,0,0.08,457.43,false
2024-09-08,0,0,0,0,457.44,false
2024-09-15,0,0,0,0,457.44,false
2024-09-22,0,0,0,0,457.44,false
2024-09-29,0,0,0,0,457.44,false
2024-10-06,0,0,0,0,457.44,false
2024-10-13,0,0,0,0,457.44,false
2024-10-20,0.01,0,0,0.01,457.44,false
2024-10-27,0.06,0,0,0.06,457.5,false
2024-11-03,0.01,0,0,0.01,457.51,false
2024-11-10,0,0,0,0,457.51,false
2024-11-17,0,0,0,0,457.51,false
2024-11-24,0,0,0,0,457.51,false
