week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,1.66,0,0,1.66,1.66,false
2022-06-12,0.17,0,0,0.17,1.83,false
2022-06-19,0.02,0,0,0.02,1.85,false
2022-06-26,0,0,0,0,1.85,false
2022-07-03,0,0,0,0,1.85,false
2022-07-10,0.04,0,0,0.04,1.89,false
2022-07-17,0.42,0,0,0.42,2.32,false
2022-07-24,4.18,0,0,4.18,6.5,false
2022-07-31,2.08,0,0,2.08,8.58,false
2022-08-07,0.6,0,0,0.6,9.18,false
2022-08-14,1.08,0,0,1.08,10.26,false
2022-08-21,5.92,0,0,5.92,16.18,false
2022-08-28,2.33,0,0,2.33,18.51,false
2022-09-04,0.85,0,0,0.85,19.37,false
2022-09-11,0.13,0,0,0.13,19.5,false
2022-09-18,0.01,0,0,0.01,19.51,false
2022-09-25,0,0,0,0,19.51,false
2022-10-02,0,0,0,0,19.51,false
2022-10-09,0,0,0,0,19.51,false
2022-10-16,0,0,0,0,19.51,false
2022-10-23,0,0,0,0,19.51,false
2022-10-30,0,0,0,0,19.51,false
2022-11-06,0,0,0,0,19.51,false
2022-11-13,0,0,0,0,19.51,false
2022-11-20,0,0,0,0,19.51,false
2022-11-27,0,0,0,0,19.51,false
2022-12-04,0,0,0,0,19.51,false
2022-12-11,0,0,0,0,19.51,false
2022-12-18,0,0,0,0,19.51,false
2022-12-25,0,0,0,0,19.51,false
2023-01-01,0,0,0,0,19.51,false
2023-01-08,0,0,0,0,19.51,false
2023-01-15,0,0,0,0,19.51,false
2023-01-22,0,0,0,0,19.51,false
2023-01-29,0,0,0,0,19.51,false
2023-02-05,0,0,0,0,19.51,false
2023-02-12,0,0,0,0,19.51,false
2023-02-19,0,0,0,0,19.51,false
2023-02-26,0,0,0,0,19.51,false
2023-03-05,0,0,0,0,19.51,false
2023-03-12,0,0,0,0,19.51,false
2023-03-19,0,0,0,0,19.51,false
2023-03-26,0,0,0,0,19.51,false
2023-04-02,0,0,0,0,19.51,false
2023-04-09,0,0,0,0,19.51,false
2023-04-16,0,0,0,0,19.51,false
2023-04-23,0,0,0,0,19.51,false
2023-04-30,0,0,0,0,19.51,false
2023-05-07,0,0,0,0,19.51,false
2023-05-14,0,0,0,0,19.51,false
2023-05-21,0,0,0,0,19.51,false
2023-05-28,0,0,0,0,19.51,false
2023-06-04,0,0,0,0,19.51,false
2023-06-11,0,0,0,0,19.51,false
2023-06-18,0,0,0,0,19.51,false
2023-06-25,0,0,0,0,19.51,false
2023-07-02,0,0,0,0,19.51,false
2023-07-09,0,0,0,0,19.51,false
2023-07-16,0,0,0,0,19.51,false
2023-07-23,0,0,0,0,19.51,false
2023-07-30,0,0,0,0,19.51,false
2023-08-06,0,0,0,0,19.51,false
2023-08-13,0,0,0,0,19.51,false
2023-08-20,0,0,0,0,19.51,false
2023-08-27,0,0,0,0,19.51,false
2023-09-03,0,0,0,0,19.51,false
2023-09-10,0,0,0,0,19.51,false
2023-09-17,0,0,0,0,19.51,false
2023-09-24,0,0,0,0,19.51,false
2023-10-01,0,0,0,0,19.51,false
2023-10-08,0,0,0,0,19.51,false
2023-10-15,0,0,0,0,19.51,false
2023-10-22,0,0,0,0,19.51,false
2023-10-29,0,0,0,0,19.51,false
2023-11-05,0,0,0,0,19.51,false
2023-11-12,0,0,0,0,19.51,false
2023-11-19,0,0,0,0,19.51,false
2023-11-26,0,0,0,0,19.51,false
2023-12-03,0,0,0,0,19.51,false
2023-12-10,0,0,0,0,19.51,false
2023-12-17,0,0,0,0,19.51,false
2023-12-24,0,0,0,0,19.51,false
2023-12-31,0,0,0,0,19.51,false
2024-01-07,0,0,0,0,19.51,false
2024-01-14,0,0,0,0,19.51,false
2024-01-21,0,0,0,0,19.51,false
2024-01-28,0,0,0,0,19.51,false
2024-02-04,0,0,0,0,19.51,false
2024-02-11,0,0,0,0,19.51,false
2024-02-18,0,0,0,0,19.51,false
2024-02-25,0,0,0,0,19.51,false
