week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,1.58,0,0,1.58,1.58,false
2022-06-12,0.16,0,0,0.16,1.74,false
2022-06-19,0.02,0,0,0.02,1.76,false
2022-06-26,0,0,0,0,1.76,false
2022-07-03,0,0,0,0,1.76,false
2022-07-10,0.04,0,0,0.04,1.8,false
2022-07-17,0.42,0,0,0.42,2.22,false
2022-07-24,4.15,0,0,4.15,6.37,false
2022-07-31,2.09,0,0,2.09,8.46,false
2022-08-07,0.62,0,0,0.62,9.09,false
2022-08-14,1.22,0,0,1.22,10.31,false
2022-08-21,7.13,0,0,7.13,17.44,false
2022-08-28,2.46,0,0,2.46,19.9,false
2022-09-04,0.87,0,0,0.87,20.77,false
2022-09-11,0.12,0,0,0.12,20.89,false
2022-09-18,0.01,0,0,0.01,20.9,false
2022-09-25,0,0,0,0,20.9,false
2022-10-02,0,0,0,0,20.9,false
2022-10-09,0,0,0,0,20.9,false
2022-10-16,0,0,0,0,20.9,false
2022-10-23,0,0,0,0,20.9,false
2022-10-30,0,0,0,0,20.9,false
2022-11-06,0,0,0,0,20.9,false
2022-11-13,0,0,0,0,20.9,false
2022-11-20,0,0,0,0,20.9,false
2022-11-27,0,0,0,0,20.9,false
2022-12-04,0,0,0,0,20.9,false
2022-12-11,0,0,0,0,20.9,false
2022-12-18,0,0,0,0,20.9,false
2022-12-25,0,0,0,0,20.9,false
2023-01-01,0,0,0,0,20.9,false
2023-01-08,0,0,0,0,20.9,false
2023-01-15,0,0,0,0,20.9,false
2023-01-22,0,0,0,0,20.9,false
2023-01-29,0,0,0,0,20.9,false
2023-02-05,0,0,0,0,20.9,false
2023-02-12,0,0,0,0,20.9,false
2023-02-19,0,0,0,0,20.9,false
2023-02-26,0,0,0,0,20.9,false
2023-03-05,0,0,0,0,20.9,false
2023-03-12,0,0,0,0,20.9,false
2023-03-19,0,0,0,0,20.9,false
2023-03-26,0,0,0,0,20.9,false
2023-04-02,0,0,0,0,20.9,false
2023-04-09,0,0,0,0,20.9,false
2023-04-16,0,0,0,0,20.9,false
2023-04-23,0,0,0,0,20.9,false
2023-04-30,0,0,0,0,20.9,false
2023-05-07,0,0,0,0,20.9,false
2023-05-14,0,0,0,0,20.9,false
2023-05-21,0,0,0,0,20.9,false
2023-05-28,0,0,0,0,20.9,false
2023-06-04,0,0,0,0,20.9,false
2023-06-11,0,0,0,0,20.9,false
2023-06-18,0,0,0,0,20.9,false
2023-06-25,0,0,0,0,20.9,false
2023-07-02,0,0,0,0,20.9,false
2023-07-09,0,0,0,0,20.9,false
2023-07-16,0,0,0,0,20.9,false
2023-07-23,0,0,0,0,20.9,false
2023-07-30,0,0,0,0,20.9,false
2023-08-06,0,0,0,0,20.9,false
2023-08-13,0,0,0,0,20.9,false
2023-08-20,0,0,0,0,20.9,false
2023-08-27,0,0,0,0,20.9,false
2023-09-03,0,0,0,0,20.9,false
2023-09-10,0,0,0,0,20.9,false
2023-09-17,0,0,0,0,20.9,false
2023-09-24,0,0,0,0,20.9,false
2023-10-01,0,0,0,0,20.9,false
2023-10-08,0,0,0,0,20.9,false
2023-10-15,0,0,0,0,20.9,false
2023-10-22,0,0,0,0,20.9,false
2023-10-29,0,0,0,0,20.9,false
2023-11-05,0,0,0,0,20.9,false
2023-11-12,0,0,0,0,20.9,false
2023-11-19,0,0,0,0,20.9,false
2023-11-26,0,0,0,0,20.9,false
2023-12-03,0,0,0,0,20.9,false
2023-12-10,0,0,0,0,20.9,false
2023-12-17,0,0,0,0,20.9,false
2023-12-24,0,0,0,0,20.9,false
2023-12-31,0,0,0,0,20.9,false
2024-01-07,0,0,0,0,20.9,false
2024-01-14,0,0,0,0,20.9,false
2024-01-21,0,0,0,0,20.9,false
2024-01-28,0,0,0,0,20.9,false
2024-02-04,0,0,0,0,20.9,false
2024-02-11,0,0,0,0,20.9,false
2024-02-18,0,0,0,0,20.9,false
2024-02-25,0,0,0,0,20.9,false
2024-03-03,0,0,0,0,20.9,false
2024-03-10,0,0,0,0,20.9,false
2024-03-17,0,0,0,0,20.9,false
2024-03-24,0,0,0,0,20.9,false
