week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,5.83,0,0,5.83,5.83,false
2022-06-12,1.34,0,0,1.34,7.17,false
2022-06-19,7.57,0,0,7.57,14.74,false
2022-06-26,1.6,0,0,1.6,16.34,true
2022-07-03,7.47,0,0,7.47,23.8,true
2022-07-10,4.36,1.34,0,5.7,29.51,true
2022-07-17,13.06,0,0,13.06,42.57,true
2022-07-24,1.72,0,0,1.72,44.29,true
2022-07-31,4.12,0,0,4.12,48.41,true
2022-08-07,0.47,0,0,0.47,48.89,true
2022-08-14,0.27,0,0,0.27,49.15,false
2022-08-21,1.87,0,0,1.87,51.02,false
2022-08-28,2.59,0,0,2.59,53.6,false
2022-09-04,22.95,0,0,22.95,76.55,false
2022-09-11,4.5,0,0,4.5,81.05,true
2022-09-18,3.46,0,0,3.46,84.51,true
2022-09-25,7.67,0.84,0,8.51,93.02,true
2022-10-02,4.26,0,0,4.26,97.28,true
2022-10-09,4.61,0,0,4.61,101.89,true
2022-10-16,5.97,0,0,5.97,107.86,true
2022-10-23,8.98,0.17,0,9.15,117.01,true
2022-10-30,1.52,0,0,1.52,118.53,true
2022-11-06,1.07,0,0,1.07,119.6,true
2022-11-13,8.03,0.67,0,8.7,128.31,true
2022-11-20,2.62,0,0,2.62,130.93,true
2022-11-27,4.54,1.34,0,5.88,136.81,true
2022-12-04,1.19,0,0,1.19,138,true
2022-12-11,2.09,0,0,2.09,140.09,true
2022-12-18,4.89,0.67,0,5.56,145.65,true
2022-12-25,0.94,0,0,0.94,146.59,true
2023-01-01,4.47,0,0,4.47,151.06,false
2023-01-08,14.98,0.84,0,15.82,166.88,false
2023-01-15,6.53,0,0,6.53,173.41,false
2023-01-22,3.48,0,0,3.48,176.88,true
2023-01-29,1.68,0,0,1.68,178.56,true
2023-02-05,0.9,0,0,0.9,179.46,true
2023-02-12,0.09,0,0,0.09,179.55,false
2023-02-19,0.01,0,0,0.01,179.57,false
2023-02-26,0.04,0,0,0.04,179.61,false
2023-03-05,0.41,0,0,0.41,180.02,false
2023-03-12,0.41,0,0,0.41,180.43,false
2023-03-19,0.04,0,0,0.04,180.47,false
2023-03-26,0.01,0,0,0.01,180.48,false
2023-04-02,0.1,0,0,0.1,180.58,false
2023-04-09,0.93,0,0,0.93,181.51,false
2023-04-16,0.1,0,0,0.1,181.61,false
2023-04-23,0.01,0,0,0.01,181.62,false
2023-04-30,0,0,0,0,181.62,false
2023-05-07,0,0,0,0,181.62,false
2023-05-14,0,0,0,0,181.62,false
2023-05-21,0,0,0,0,181.62,false
2023-05-28,0,0,0,0,181.62,false
2023-06-04,0,0,0,0,181.62,false
2023-06-11,0,0,0,0,181.62,false
2023-06-18,0,0,0,0,181.62,false
2023-06-25,0,0,0,0,181.62,false
2023-07-02,0,0,0,0,181.62,false
2023-07-09,0,0,0,0,181.62,false
2023-07-16,0,0,0,0,181.62,false
2023-07-23,0,0,0,0,181.62,false
2023-07-30,0,0,0,0,181.62,false
2023-08-06,0,0,0,0,181.62,false
2023-08-13,0,0,0,0,181.62,false
2023-08-20,0,0,0,0,181.62,false
2023-08-27,0,0,0,0,181.62,false
2023-09-03,0,0,0,0,181.62,false
2023-09-10,0,0,0,0,181.62,false
2023-09-17,0,0,0,0,181.62,false
2023-09-24,0,0,0,0,181.62,false
2023-10-01,0,0,0,0,181.62,false
2023-10-08,0,0,0,0,181.62,false
2023-10-15,0,0,0,0,181.62,false
2023-10-22,0,0,0,0,181.62,false
2023-10-29,0,0,0,0,181.62,false
2023-11-05,0,0,0,0,181.62,false
2023-11-12,0,0,0,0,181.62,false
2023-11-19,0,0,0,0,181.62,false
2023-11-26,0,0,0,0,181.62,false
2023-12-03,0,0,0,0,181.62,false
2023-12-10,0,0,0,0,181.62,false
2023-12-17,0,0,0,0,181.62,false
2023-12-24,0,0,0,0,181.62,false
2023-12-31,0,0,0,0,181.62,false
2024-01-07,0,0,0,0,181.62,false
2024-01-14,0,0,0,0,181.62,false
2024-01-21,0,0,0,0,181.62,false
2024-01-28,0,0,0,0,181.62,false
2024-02-04,0,0,0,0,181.62,false
2024-02-11,0,0,0,0,181.62,false
2024-02-18,0,0,0,0,181.62,false
2024-02-25,0,0,0,0,181.62,false
2024-03-03,0,0,0,0,181.62,false
2024-03-10,0,0,0,0,181.62,false
2024-03-17,0,0,0,0,181.62,false
2024-03-24,0,0,0,0,181.62,false
2024-03-31,0,0,0,0,181.62,false
2024-04-07,0,0,0,0,181.62,false
2024-04-14,0,0,0,0,181.62,false
2024-04-21,0,0,0,0,181.62,false
2024-04-28,0,0,0,0,181.62,false
2024-05-05,0,0,0,0,181.62,false
2024-05-12,0,0,0,0,181.62,false
2024-05-19,0,0,0,0,181.62,false
2024-05-26,0,0,0,0,181.62,false
2024-06-02,0,0,0,0,181.62,false
2024-06-09,0,0,0,0,181.62,false
2024-06-16,0,0,0,0,181.62,false
2024-06-23,0,0,0,0,181.62,false
2024-06-30,0,0,0,0,181.62,false
2024-07-07,0,0,0,0,181.62,false
2024-07-14,0,0,0,0,181.62,false
2024-07-21,0,0,0,0,181.62,false
2024-07-28,0,0,0,0,181.62,false
2024-08-04,0,0,0,0,181.62,false
2024-08-11,0,0,0,0,181.62,false
2024-08-18,0,0,0,0,181.62,false
2024-08-25,0,0,0,0,181.62,false
2024-09-01,0,0,0,0,181.62,false
2024-09-08,0,0,0,0,181.62,false
2024-09-15,0,0,0,0,181.62,false
2024-09-22,0,0,0,0,181.62,false
2024-09-29,0,0,0,0,181.62,false
2024-10-06,0,0,0,0,181.62,false
