week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0,0,0,0,0,false
2022-06-12,0,0,0,0,0,false
2022-06-19,0,0,0,0,0,false
2022-06-26,0,0,0,0,0,false
2022-07-03,0,0,0,0,0,false
2022-07-10,0,0,0,0,0,false
2022-07-17,0,0,0,0,0,false
2022-07-24,0,0,0,0,0,false
2022-07-31,0,0,0,0,0,false
2022-08-07,0,0,0,0,0,false
2022-08-14,0,0,0,0,0,false
2022-08-21,0,0,0,0,0,false
2022-08-28,0,0,0,0,0,false
2022-09-04,0,0,0,0,0,false
2022-09-11,0,0,0,0,0,false
2022-09-18,0,0,0,0,0,false
2022-09-25,0,0,0,0,0,false
2022-10-02,0,0,0,0,0,false
2022-10-09,0,0,0,0,0,false
2022-10-16,0,0,0,0,0,false
2022-10-23,0,0,0,0,0,false
2022-10-30,0,0,0,0,0,false
2022-11-06,0,0,0,0,0,false
2022-11-13,0,0,0,0,0,false
2022-11-20,0,0,0,0,0,false
2022-11-27,0,0,0,0,0,false
2022-12-04,0,0,0,0,0,false
2022-12-11,0,0,0,0,0,false
2022-12-18,0,0,0,0,0,false
2022-12-25,0.02,0,0,0.02,0.02,false
2023-01-01,0.18,0,0,0.18,0.2,false
2023-01-08,1.78,0,0,1.78,1.97,false
2023-01-15,5.82,0,0,5.82,7.8,false
2023-01-22,0.6,0,0,0.6,8.39,false
2023-01-29,0.12,0,0,0.12,8.51,false
2023-02-05,0.57,0,0,0.57,9.08,false
2023-02-12,1.86,0,0,1.86,10.93,false
2023-02-19,0.57,0,0,0.57,11.5,false
2023-02-26,0.06,0,0,0.06,11.56,false
2023-03-05,0.01,0,0,0.01,11.56,false
2023-03-12,0,0,0,0,11.57,false
2023-03-19,0.03,0,0,0.03,11.6,false
2023-03-26,0.32,0,0,0.32,11.92,false
2023-04-02,0.82,0,0,0.82,12.74,false
2023-04-09,0.95,0,0,0.95,13.7,false
2023-04-16,0.79,0,0,0.79,14.49,false
2023-04-23,2.52,0,0,2.52,17.01,false
2023-04-30,0.34,0,0,0.34,17.35,false
2023-05-07,0.87,0,0,0.87,18.22,false
2023-05-14,3.46,0,0,3.46,21.68,false
2023-05-21,0.35,0,0,0.35,22.04,false
2023-05-28,0.07,0,0,0.07,22.11,false
2023-06-04,0.34,0,0,0.34,22.44,false
2023-06-11,0.04,0,0,0.04,22.48,false
2023-06-18,0.03,0,0,0.03,22.51,false
2023-06-25,0.26,0,0,0.26,22.77,false
2023-07-02,0.03,0,0,0.03,22.8,false
2023-07-09,0.04,0,0,0.04,22.84,false
2023-07-16,0.39,0,0,0.39,23.23,false
2023-07-23,3.86,0,0,3.86,27.09,false
2023-07-30,0.39,0,0,0.39,27.48,false
2023-08-06,0.04,0,0,0.04,27.52,false
2023-08-13,0,0,0,0,27.52,false
2023-08-20,0,0,0,0,27.52,false
2023-08-27,0,0,0,0,27.52,false
2023-09-03,0.01,0,0,0.01,27.53,false
2023-09-10,0.09,0,0,0.09,27.62,false
2023-09-17,0.84,0.17,0,1.01,28.63,false
2023-09-24,0.09,0,0,0.09,28.71,false
2023-10-01,0.01,0,0,0.01,28.72,false
2023-10-08,0,0,0,0,28.73,false
2023-10-15,0.04,0,0,0.04,28.76,false
2023-10-22,0.36,0,0,0.36,29.12,false
2023-10-29,0.04,0,0,0.04,29.15,false
2023-11-05,0,0,0,0,29.16,false
2023-11-12,0,0,0,0,29.16,false
2023-11-19,0,0,0,0,29.16,false
2023-11-26,0,0,0,0,29.16,false
2023-12-03,0,0,0,0,29.16,false
2023-12-10,0,0,0,0,29.16,false
2023-12-17,0,0,0,0,29.16,false
2023-12-24,0,0,0,0,29.16,false
2023-12-31,0,0,0,0,29.16,false
2024-01-07,0,0,0,0,29.16,false
2024-01-14,0,0,0,0,29.16,false
2024-01-21,0,0,0,0,29.16,false
2024-01-28,0,0,0,0,29.16,false
2024-02-04,0,0,0,0,29.16,false
2024-02-11,0,0,0,0,29.16,false
2024-02-18,0,0,0,0,29.16,false
2024-02-25,0,0,0,0,29.16,false
2024-03-03,0,0,0,0,29.16,false
2024-03-10,0,0,0,0,29.16,false
2024-03-17,0,0,0,0,29.16,false
2024-03-24,0,0,0,0,29.16,false
2024-03-31,0,0,0,0,29.16,false
2024-04-07,0,0,0,0,29.16,false
2024-04-14,0,0,0,0,29.16,false
2024-04-21,0,0,0,0,29.16,false
2024-04-28,0,0,0,0,29.16,false
2024-05-05,0,0,0,0,29.16,false
2024-05-12,0,0,0,0,29.16,false
2024-05-19,0,0,0,0,29.16,false
2024-05-26,0,0,0,0,29.16,false
2024-06-02,0,0,0,0,29.16,false
2024-06-09,0,0,0,0,29.16,false
2024-06-16,0,0,0,0,29.16,false
2024-06-23,0,0,0,0,29.16,false
2024-06-30,0,0,0,0,29.16,false
2024-07-07,0,0,0,0,29.16,false
2024-07-14,0,0,0,0,29.16,false
2024-07-21,0,0,0,0,29.16,false
2024-07-28,0,0,0,0,29.16,false
2024-08-04,0,0,0,0,29.16,false
2024-08-11,0,0,0,0,29.16,false
2024-08-18,0,0,0,0,29.16,false
2024-08-25,0,0,0,0,29.16,false
2024-09-01,0,0,0,0,29.16,false
2024-09-08,0,0,0,0,29.16,false
2024-09-15,0,0,0,0,29.16,false
2024-09-22,0,0,0,0,29.16,false
2024-09-29,0,0,0,0,29.16,false
2024-10-06,0,0,0,0,29.16,false
2024-10-13,0,0,0,0,29.16,false
2024-10-20,0,0,0,0,29.16,false
2024-10-27,0,0,0,0,29.16,false
2024-11-03,0,0,0,0,29.16,false
2024-11-10,0,0,0,0,29.16,false
2024-11-17,0,0,0,0,29.16,false
