week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0.08,0,0,0.08,0.08,false
2022-06-12,0.01,0,0,0.01,0.09,false
2022-06-19,0.01,0,0,0.01,0.09,false
2022-06-26,0.06,0,0,0.06,0.15,false
2022-07-03,0.56,0,0,0.56,0.71,false
2022-07-10,1.66,0,0,1.66,2.37,false
2022-07-17,0.22,0,0,0.22,2.59,false
2022-07-24,0.54,0,0,0.54,3.13,false
2022-07-31,0.11,0,0,0.11,3.24,false
2022-08-07,0.53,0.17,0,0.7,3.94,false
2022-08-14,0.11,0,0,0.11,4.05,false
2022-08-21,0.58,0,0,0.58,4.64,false
2022-08-28,0.52,0,0,0.52,5.15,false
2022-09-04,0.64,0,0,0.64,5.79,false
2022-09-11,0.66,0,0,0.66,6.45,false
2022-09-18,0.66,0.17,0,0.83,7.28,false
2022-09-25,0.67,0,0,0.67,7.94,false
2022-10-02,0.59,0,0,0.59,8.54,false
2022-10-09,0.11,0,0,0.11,8.64,false
2022-10-16,0.45,0,0,0.45,9.1,false
2022-10-23,0.61,0.17,0,0.78,9.88,false
2022-10-30,0.45,0,0,0.45,10.32,false
2022-11-06,0.05,0,0,0.05,10.38,false
2022-11-13,0.07,0.17,0,0.24,10.62,false
2022-11-20,0.67,0,0,0.67,11.28,false
2022-11-27,1.28,0.17,0,1.45,12.73,false
2022-12-04,0.7,0,0,0.7,13.43,false
2022-12-11,0.52,0,0,0.52,13.95,false
2022-12-18,0.61,0.17,0,0.78,14.74,false
2022-12-25,1.56,0.17,0,1.73,16.46,false
2023-01-01,0.61,0,0,0.61,17.07,false
2023-01-08,0.51,0,0,0.51,17.58,false
2023-01-15,0.48,0.17,0,0.65,18.23,false
2023-01-22,0.44,0.17,0,0.61,18.85,false
2023-01-29,0.12,0,0,0.12,18.97,false
2023-02-05,0.8,0.17,0,0.97,19.94,false
2023-02-12,0.6,0.17,0,0.77,20.72,false
2023-02-19,0.86,0,0,0.86,21.58,false
2023-02-26,0.52,0,0,0.52,22.1,false
2023-03-05,0.43,0,0,0.43,22.53,false
2023-03-12,0.04,0,0,0.04,22.57,false
2023-03-19,0,0,0,0,22.58,false
2023-03-26,0,0,0,0,22.58,false
2023-04-02,0.01,0,0,0.01,22.58,false
2023-04-09,0.07,0,0,0.07,22.66,false
2023-04-16,0.72,0,0,0.72,23.38,false
2023-04-23,0.32,0,0,0.32,23.7,false
2023-04-30,0.32,0,0,0.32,24.02,false
2023-05-07,0.03,0,0,0.03,24.06,false
2023-05-14,0,0,0,0,24.06,false
2023-05-21,0,0,0,0,24.06,false
2023-05-28,0,0,0,0,24.06,false
2023-06-04,0,0,0,0,24.06,false
2023-06-11,0,0,0,0,24.06,false
2023-06-18,0,0,0,0,24.06,false
2023-06-25,0,0,0,0,24.06,false
2023-07-02,0,0,0,0,24.06,false
2023-07-09,0,0,0,0,24.06,false
2023-07-16,0,0.17,0,0.17,24.23,false
2023-07-23,0,0,0,0,24.23,false
2023-07-30,0,0,0,0,24.23,false
2023-08-06,0,0,0,0,24.23,false
2023-08-13,0,0,0,0,24.23,false
2023-08-20,0,0,0,0,24.23,false
2023-08-27,0,0,0,0,24.23,false
2023-09-03,0,0,0,0,24.23,false
2023-09-10,0,0,0,0,24.23,false
2023-09-17,0,0,0,0,24.23,false
2023-09-24,0,0,0,0,24.23,false
2023-10-01,0,0,0,0,24.23,false
2023-10-08,0,0,0,0,24.23,false
2023-10-15,0,0,0,0,24.23,false
2023-10-22,0,0,0,0,24.23,false
2023-10-29,0,0,0,0,24.23,false
2023-11-05,0,0,0,0,24.23,false
2023-11-12,0,0,0,0,24.23,false
2023-11-19,0,0,0,0,24.23,false
2023-11-26,0,0,0,0,24.23,false
2023-12-03,0,0,0,0,24.23,false
2023-12-10,0,0,0,0,24.23,false
2023-12-17,0,0,0,0,24.23,false
2023-12-24,0,0,0,0,24.23,false
2023-12-31,0,0,0,0,24.23,false
2024-01-07,0,0,0,0,24.23,false
2024-01-14,0,0,0,0,24.23,false
2024-01-21,0,0,0,0,24.23,false
2024-01-28,0,0,0,0,24.23,false
2024-02-04,0,0,0,0,24.23,false
2024-02-11,0,0,0,0,24.23,false
2024-02-18,0,0,0,0,24.23,false
2024-02-25,0,0,0,0,24.23,false
2024-03-03,0,0,0,0,24.23,false
2024-03-10,0,0,0,0,24.23,false
2024-03-17,0,0,0,0,24.23,false
2024-03-24,0,0,0,0,24.23,false
2024-03-31,0,0,0,0,24.23,false
2024-04-07,0,0,0,0,24.23,false
2024-04-14,0,0,0,0,24.23,false
2024-04-21,0,0,0,0,24.23,false
2024-04-28,0,0,0,0,24.23,false
2024-05-05,0,0,0,0,24.23,false
2024-05-12,0,0,0,0,24.23,false
2024-05-19,0,0,0,0,24.23,false
2024-05-26,0,0,0,0,24.23,false
2024-06-02,0,0,0,0,24.23,false
2024-06-09,0,0,0,0,24.23,false
2024-06-16,0,0,0,0,24.23,false
2024-06-23,0,0,0,0,24.23,false
2024-06-30,0,0,0,0,24.23,false
2024-07-07,0,0,0,0,24.23,false
2024-07-14,0,0,0,0,24.23,false
2024-07-21,0,0,0,0,24.23,false
2024-07-28,0,0,0,0,24.23,false
2024-08-04,0,0,0,0,24.23,false
2024-08-11,0,0,0,0,24.23,false
2024-08-18,0,0,0,0,24.23,false
2024-08-25,0,0,0,0,24.23,false
2024-09-01,0,0,0,0,24.23,false
2024-09-08,0,0,0,0,24.23,false
2024-09-15,0,0,0,0,24.23,false
2024-09-22,0,0,0,0,24.23,false
