week_end,block,voting_escrow
2022-06-05,14905988,0.00
2022-06-12,14947132,0.00
2022-06-19,14987809,0.00
2022-06-26,15026233,0.00
2022-07-03,15066169,0.00
2022-07-10,15111487,0.00
2022-07-17,15156813,0.00
2022-07-24,15202012,0.00
2022-07-31,15246903,0.00
2022-08-07,15291833,0.00
2022-08-14,15336463,0.00
2022-08-21,15380672,0.00
2022-08-28,15424591,0.00
2022-09-04,15468373,0.00
2022-09-11,15511691,0.00
2022-09-18,15556726,0.00
2022-09-25,15606660,0.00
2022-10-02,15656732,0.00
2022-10-09,15706816,0.00
2022-10-16,15756957,0.00
2022-10-23,15807086,2.32
2022-10-30,15857151,2.29
2022-11-06,15907253,2.27
2022-11-13,15957380,2.24
2022-11-20,16007503,2.22
2022-11-27,16057597,2.20
2022-12-04,16107727,2.17
2022-12-11,16157748,2.15
2022-12-18,16207857,2.12
2022-12-25,16258038,2.10
2023-01-01,16308190,2.08
2023-01-08,16358347,2.05
2023-01-15,16408488,2.03
2023-01-22,16458621,2.00
2023-01-29,16508758,1.98
2023-02-05,16558857,1.96
2023-02-12,16608958,1.93
2023-02-19,16658939,1.91
2023-02-26,16708711,1.88
2023-03-05,16758496,1.86
2023-03-12,16808258,1.84
2023-03-19,16858067,1.81
2023-03-26,16907900,1.79
2023-04-02,16957717,1.76
2023-04-09,17007072,1.74
2023-04-16,17055792,1.72
2023-04-23,17105310,1.69
2023-04-30,17155164,1.67
2023-05-07,17204968,1.64
2023-05-14,17254453,1.62
2023-05-21,17304051,1.60
2023-05-28,17353818,1.57
2023-06-04,17403556,1.55
2023-06-11,17453186,1.52
2023-06-18,17502962,1.50
2023-06-25,17552799,1.48
2023-07-02,17602620,1.45
2023-07-09,17652460,1.43
2023-07-16,17702170,1.40
2023-07-23,17752102,1.38
2023-07-30,17802131,1.36
2023-08-06,17852208,1.33
2023-08-13,17902217,1.31
2023-08-20,17952252,1.28
2023-08-27,18002285,1.26
2023-09-03,18052254,1.24
2023-09-10,18102263,1.21
2023-09-17,18152100,1.19
2023-09-24,18201951,1.16
2023-10-01,18251965,1.14
2023-10-08,18302049,1.12
2023-10-15,18352059,1.09
2023-10-22,18402122,1.07
2023-10-29,18452128,1.04
2023-11-05,18502099,1.02
2023-11-12,18552123,1.00
2023-11-19,18602145,0.97
2023-11-26,18652140,0.95
2023-12-03,18702159,0.92
2023-12-10,18752098,0.90
2023-12-17,18802046,0.88
2023-12-24,18851936,0.85
2023-12-31,18901758,0.83
2024-01-07,18951539,0.80
2024-01-14,19001407,0.78
2024-01-21,19051515,0.76
2024-01-28,19101334,0.73
2024-02-04,19151256,0.71
2024-02-11,19201123,0.68
2024-02-18,19250998,0.66
2024-02-25,19300884,0.64
2024-03-03,19350920,0.61
2024-03-10,19400982,0.59
2024-03-17,19450870,0.56
2024-03-24,19500711,0.54
2024-03-31,19550183,0.52
2024-04-07,19600114,0.49
2024-04-14,19650067,0.47
2024-04-21,19700063,0.45
2024-04-28,19750103,0.42
2024-05-05,19800180,0.40
2024-05-12,19850230,0.37
