week_end,block,voting_power
2022-06-05,14905988,390.66
2022-06-12,14947132,382.07
2022-06-19,14987809,373.50
2022-06-26,15026233,364.94
2022-07-03,15066169,356.37
2022-07-10,15111487,347.80
2022-07-17,15156813,339.22
2022-07-24,15202012,330.62
2022-07-31,15246903,322.07
2022-08-07,15291833,313.50
2022-08-14,15336463,304.92
2022-08-21,15380672,296.35
2022-08-28,15424591,287.79
2022-09-04,15468373,279.21
2022-09-11,15511691,270.63
2022-09-18,15556726,262.07
2022-09-25,15606660,253.49
2022-10-02,15656732,244.93
2022-10-09,15706816,236.35
2022-10-16,15756957,227.78
2022-10-23,15807086,219.21
2022-10-30,15857151,210.63
2022-11-06,15907253,202.06
2022-11-13,15957380,193.49
2022-11-20,16007503,184.92
2022-11-27,16057597,176.34
2022-12-04,16107727,167.77
2022-12-11,16157748,159.20
2022-12-18,16207857,150.63
2022-12-25,16258038,142.05
2023-01-01,16308190,133.48
2023-01-08,16358347,124.91
2023-01-15,16408488,116.34
2023-01-22,16458621,107.77
2023-01-29,16508758,99.19
2023-02-05,16558857,90.62
